year,season,fishery,area,catch
1987,2,26,4,67.914
1988,2,26,4,0
1989,2,26,4,0
1990,2,26,4,0
1991,2,26,4,10.229
1992,2,26,4,777.656
1993,2,26,4,5.778
1994,2,26,4,20.831
1995,2,26,4,0
1996,2,26,4,133.19
1997,2,26,4,2127.93
1998,2,26,4,356.183
1999,2,26,4,1777.64
2000,2,26,4,2151.46
2001,2,26,4,557.594
2002,2,26,4,418.65
2003,2,26,4,0
2004,2,26,4,668.624
2005,2,26,4,312.677
2006,2,26,4,73.495
2007,2,26,4,436.547
2008,2,26,4,1143.58
2009,2,26,4,2346.38
2010,2,26,4,1761.39
2011,2,26,4,5105.89
2012,2,26,4,3853.08
2013,2,26,4,3522.36
2014,2,26,4,5327.36
2015,2,26,4,5008.9
2016,2,26,4,753.852
2017,2,26,4,3444.61
2018,2,26,4,4746.03
2019,2,26,4,2761.38
2020,2,26,4,6600.64
2021,2,26,4,3817.11
2022,2,26,4,3993.86
2023,2,26,4,2898.51
2024,2,26,4,2811.66
1952,2,27,3,0
1953,2,27,3,0
1954,2,27,3,0
1955,2,27,3,0
1956,2,27,3,0
1957,2,27,3,0
1958,2,27,3,0
1959,2,27,3,0
1960,2,27,3,0
1961,2,27,3,0
1962,2,27,3,0
1963,2,27,3,0
1964,2,27,3,0
1965,2,27,3,0
1966,2,27,3,0
1967,2,27,3,0
1968,2,27,3,0
1969,2,27,3,0
1970,2,27,3,0
1971,2,27,3,0
1972,2,27,3,0
1973,2,27,3,0
1974,2,27,3,0
1975,2,27,3,0
1976,2,27,3,0
1977,2,27,3,10.351
1978,2,27,3,2.073
1979,2,27,3,1.797
1980,2,27,3,26.689
1981,2,27,3,40.479
1982,2,27,3,119.992
1983,2,27,3,269.407
1984,2,27,3,175.685
1985,2,27,3,173.821
1986,2,27,3,345.971
1987,2,27,3,663.143
1988,2,27,3,212.394
1989,2,27,3,359.006
1990,2,27,3,752.832
1991,2,27,3,1261.11
1992,2,27,3,1883.95
1993,2,27,3,1785.14
1994,2,27,3,1216.3
1995,2,27,3,521.428
1996,2,27,3,660.294
1997,2,27,3,471.817
1998,2,27,3,1396
1999,2,27,3,409.144
2000,2,27,3,750.012
2001,2,27,3,1257
2002,2,27,3,944.033
2003,2,27,3,1416.48
2004,2,27,3,320.718
2005,2,27,3,1022
2006,2,27,3,1032.88
2007,2,27,3,1216.6
2008,2,27,3,641.044
2009,2,27,3,774.566
2010,2,27,3,1326.61
2011,2,27,3,429.489
2012,2,27,3,1560.34
2013,2,27,3,1994.76
2014,2,27,3,2341.88
2015,2,27,3,2298.21
2016,2,27,3,3766.83
2017,2,27,3,1410.7
2018,2,27,3,2938.5
2019,2,27,3,1389.21
2020,2,27,3,1420.65
2021,2,27,3,428.713
2022,2,27,3,1266.77
2023,2,27,3,719.984
2024,2,27,3,867.677
1952,2,28,4,0
1953,2,28,4,0
1954,2,28,4,0
1955,2,28,4,0
1956,2,28,4,0
1957,2,28,4,0
1958,2,28,4,0
1959,2,28,4,0
1960,2,28,4,0
1961,2,28,4,0
1962,2,28,4,0
1963,2,28,4,0
1964,2,28,4,0
1965,2,28,4,0
1966,2,28,4,0
1967,2,28,4,0
1968,2,28,4,0
1969,2,28,4,0
1970,2,28,4,0
1971,2,28,4,0
1972,2,28,4,0
1973,2,28,4,0
1974,2,28,4,0
1975,2,28,4,0
1976,2,28,4,0
1977,2,28,4,0
1978,2,28,4,0
1979,2,28,4,0
1980,2,28,4,0
1981,2,28,4,0
1982,2,28,4,0
1983,2,28,4,0
1984,2,28,4,0
1985,2,28,4,2.54
1986,2,28,4,1.529
1987,2,28,4,0
1988,2,28,4,0
1989,2,28,4,0
1990,2,28,4,0
1991,2,28,4,1.003
1992,2,28,4,86.506
1993,2,28,4,21.003
1994,2,28,4,96.865
1995,2,28,4,0
1996,2,28,4,0
1997,2,28,4,9.666
1998,2,28,4,0.525
1999,2,28,4,0
2000,2,28,4,2.297
2001,2,28,4,0
2002,2,28,4,11.237
2003,2,28,4,0
2004,2,28,4,15.755
2005,2,28,4,1.785
2006,2,28,4,0
2007,2,28,4,409.699
2008,2,28,4,0
2009,2,28,4,1.698
2010,2,28,4,121.294
2011,2,28,4,0
2012,2,28,4,141.3
2013,2,28,4,2.675
2014,2,28,4,140.812
2015,2,28,4,59.402
2016,2,28,4,46.016
2017,2,28,4,4.421
2018,2,28,4,12.367
2019,2,28,4,118.032
2020,2,28,4,16.293
2021,2,28,4,18.037
2022,2,28,4,5.792
2023,2,28,4,459.267
2024,2,28,4,0.836
1952,2,29,1,9.14736e-06
1953,2,29,1,8.86998e-06
1954,2,29,1,8.83703e-06
1955,2,29,1,8.8615e-06
1956,2,29,1,9.2937e-06
1957,2,29,1,9.08789e-06
1958,2,29,1,7.74991e-06
1959,2,29,1,6.13762e-06
1960,2,29,1,6.03045e-06
1961,2,29,1,6.18095e-06
1962,2,29,1,5.8748e-06
1963,2,29,1,5.28243e-06
1964,2,29,1,5.00504e-06
1965,2,29,1,5.17809e-06
1966,2,29,1,5.27966e-06
1967,2,29,1,4.89871e-06
1968,2,29,1,4.74948e-06
1969,2,29,1,4.84193e-06
1970,2,29,1,4.50103e-06
1971,2,29,1,4.04519e-06
1972,2,29,1,3.6245e-06
1973,2,29,1,3.03037e-06
1974,2,29,1,2.78329e-06
1975,2,29,1,2.51037e-06
1976,2,29,1,2.14705e-06
1977,2,29,1,2.47612e-06
1978,2,29,1,2.57087e-06
1979,2,29,1,2.53013e-06
1980,2,29,1,2.33347e-06
1981,2,29,1,2.08174e-06
1982,2,29,1,1.96606e-06
1983,2,29,1,2.05525e-06
1984,2,29,1,2.24987e-06
1985,2,29,1,2.29316e-06
1986,2,29,1,2.08104e-06
1987,2,29,1,2.0054e-06
1988,2,29,1,1.8346e-06
1989,2,29,1,1.72978e-06
1990,2,29,1,1.90411e-06
1991,2,29,1,1.92786e-06
1992,2,29,1,1.84269e-06
1993,2,29,1,1.53697e-06
1994,2,29,1,1.40653e-06
1995,2,29,1,1.31139e-06
1996,2,29,1,1.21317e-06
1997,2,29,1,1.24518e-06
1998,2,29,1,1.29967e-06
1999,2,29,1,1.23579e-06
2000,2,29,1,1.13604e-06
2001,2,29,1,1.14736e-06
2002,2,29,1,1.45945e-06
2003,2,29,1,1.48074e-06
2004,2,29,1,1.53655e-06
2005,2,29,1,1.35058e-06
2006,2,29,1,1.38577e-06
2007,2,29,1,1.26185e-06
2008,2,29,1,1.09242e-06
2009,2,29,1,1.08927e-06
2010,2,29,1,1.07884e-06
2011,2,29,1,1.16199e-06
2012,2,29,1,1.15989e-06
2013,2,29,1,1.09692e-06
2014,2,29,1,1.39657e-06
2015,2,29,1,1.60643e-06
2016,2,29,1,1.58678e-06
2017,2,29,1,1.53372e-06
2018,2,29,1,1.74096e-06
2019,2,29,1,2.06796e-06
2020,2,29,1,2.11323e-06
2021,2,29,1,1.83361e-06
2022,2,29,1,1.62774e-06
2023,2,29,1,1.35899e-06
2024,2,29,1,8.77562e-07
1952,2,30,2,3.72855e-06
1953,2,30,2,3.70901e-06
1954,2,30,2,3.68784e-06
1955,2,30,2,3.5884e-06
1956,2,30,2,3.65438e-06
1957,2,30,2,3.58004e-06
1958,2,30,2,3.87593e-06
1959,2,30,2,3.50399e-06
1960,2,30,2,2.8877e-06
1961,2,30,2,2.26141e-06
1962,2,30,2,2.58505e-06
1963,2,30,2,2.18699e-06
1964,2,30,2,1.96972e-06
1965,2,30,2,1.97796e-06
1966,2,30,2,1.98328e-06
1967,2,30,2,1.93141e-06
1968,2,30,2,1.67011e-06
1969,2,30,2,1.4377e-06
1970,2,30,2,1.60959e-06
1971,2,30,2,1.66468e-06
1972,2,30,2,2.00264e-06
1973,2,30,2,2.19458e-06
1974,2,30,2,2.02945e-06
1975,2,30,2,1.88652e-06
1976,2,30,2,1.72356e-06
1977,2,30,2,1.61237e-06
1978,2,30,2,1.82989e-06
1979,2,30,2,1.7622e-06
1980,2,30,2,1.52209e-06
1981,2,30,2,1.30562e-06
1982,2,30,2,1.06736e-06
1983,2,30,2,1.21968e-06
1984,2,30,2,1.35984e-06
1985,2,30,2,1.50671e-06
1986,2,30,2,1.44493e-06
1987,2,30,2,1.80894e-06
1988,2,30,2,2.01013e-06
1989,2,30,2,2.68845e-06
1990,2,30,2,2.38547e-06
1991,2,30,2,2.48168e-06
1992,2,30,2,2.11961e-06
1993,2,30,2,1.77384e-06
1994,2,30,2,1.61431e-06
1995,2,30,2,1.51821e-06
1996,2,30,2,1.32673e-06
1997,2,30,2,1.13646e-06
1998,2,30,2,1.31315e-06
1999,2,30,2,1.35391e-06
2000,2,30,2,1.1938e-06
2001,2,30,2,9.41336e-07
2002,2,30,2,9.7382e-07
2003,2,30,2,1.12356e-06
2004,2,30,2,1.15027e-06
2005,2,30,2,1.14027e-06
2006,2,30,2,8.86392e-07
2007,2,30,2,8.76536e-07
2008,2,30,2,7.1105e-07
2009,2,30,2,6.32488e-07
2010,2,30,2,6.65645e-07
2011,2,30,2,6.70661e-07
2012,2,30,2,6.63561e-07
2013,2,30,2,5.07734e-07
2014,2,30,2,4.51754e-07
2015,2,30,2,5.12561e-07
2016,2,30,2,5.85288e-07
2017,2,30,2,5.91515e-07
2018,2,30,2,5.8707e-07
2019,2,30,2,5.83318e-07
2020,2,30,2,5.49387e-07
2021,2,30,2,5.26567e-07
2022,2,30,2,5.03611e-07
2023,2,30,2,5.97731e-07
2024,2,30,2,5.54611e-07
1952,2,31,3,4.16443e-06
1953,2,31,3,4.12792e-06
1954,2,31,3,4.13725e-06
1955,2,31,3,4.14023e-06
1956,2,31,3,4.02508e-06
1957,2,31,3,4.14625e-06
1958,2,31,3,5.09214e-06
1959,2,31,3,4.53873e-06
1960,2,31,3,3.42582e-06
1961,2,31,3,2.78339e-06
1962,2,31,3,3.20205e-06
1963,2,31,3,3.04654e-06
1964,2,31,3,3.07973e-06
1965,2,31,3,2.87837e-06
1966,2,31,3,2.86433e-06
1967,2,31,3,2.85824e-06
1968,2,31,3,2.58338e-06
1969,2,31,3,2.60527e-06
1970,2,31,3,2.82771e-06
1971,2,31,3,2.63341e-06
1972,2,31,3,2.8199e-06
1973,2,31,3,3.03485e-06
1974,2,31,3,2.42691e-06
1975,2,31,3,2.38346e-06
1976,2,31,3,2.77406e-06
1977,2,31,3,2.66577e-06
1978,2,31,3,2.8838e-06
1979,2,31,3,2.94498e-06
1980,2,31,3,2.47297e-06
1981,2,31,3,2.31863e-06
1982,2,31,3,1.95978e-06
1983,2,31,3,2.27413e-06
1984,2,31,3,2.69135e-06
1985,2,31,3,2.97995e-06
1986,2,31,3,2.78163e-06
1987,2,31,3,2.4998e-06
1988,2,31,3,2.66995e-06
1989,2,31,3,2.62892e-06
1990,2,31,3,2.48387e-06
1991,2,31,3,3.0394e-06
1992,2,31,3,2.75222e-06
1993,2,31,3,2.55906e-06
1994,2,31,3,2.27915e-06
1995,2,31,3,2.37926e-06
1996,2,31,3,2.32765e-06
1997,2,31,3,2.70063e-06
1998,2,31,3,2.97819e-06
1999,2,31,3,2.50432e-06
2000,2,31,3,1.95243e-06
2001,2,31,3,2.03054e-06
2002,2,31,3,1.9134e-06
2003,2,31,3,2.05146e-06
2004,2,31,3,2.06795e-06
2005,2,31,3,1.75452e-06
2006,2,31,3,1.63295e-06
2007,2,31,3,1.7211e-06
2008,2,31,3,1.86681e-06
2009,2,31,3,1.71218e-06
2010,2,31,3,1.49871e-06
2011,2,31,3,1.59055e-06
2012,2,31,3,1.49234e-06
2013,2,31,3,1.42415e-06
2014,2,31,3,1.45232e-06
2015,2,31,3,1.67802e-06
2016,2,31,3,1.87068e-06
2017,2,31,3,1.66453e-06
2018,2,31,3,1.37612e-06
2019,2,31,3,1.25321e-06
2020,2,31,3,1.31284e-06
2021,2,31,3,1.5046e-06
2022,2,31,3,1.51747e-06
2023,2,31,3,1.504e-06
2024,2,31,3,1.30138e-06
1952,2,32,4,0
1953,2,32,4,3.68811e-06
1954,2,32,4,3.64401e-06
1955,2,32,4,3.66002e-06
1956,2,32,4,3.70173e-06
1957,2,32,4,3.96836e-06
1958,2,32,4,4.03222e-06
1959,2,32,4,3.54601e-06
1960,2,32,4,2.99027e-06
1961,2,32,4,2.69362e-06
1962,2,32,4,2.77442e-06
1963,2,32,4,2.69129e-06
1964,2,32,4,2.55691e-06
1965,2,32,4,2.58046e-06
1966,2,32,4,2.74012e-06
1967,2,32,4,2.79794e-06
1968,2,32,4,2.6778e-06
1969,2,32,4,2.88981e-06
1970,2,32,4,2.98989e-06
1971,2,32,4,2.80073e-06
1972,2,32,4,2.81265e-06
1973,2,32,4,2.61404e-06
1974,2,32,4,2.22358e-06
1975,2,32,4,2.10512e-06
1976,2,32,4,2.03512e-06
1977,2,32,4,1.95276e-06
1978,2,32,4,2.16572e-06
1979,2,32,4,2.12446e-06
1980,2,32,4,1.89464e-06
1981,2,32,4,1.83809e-06
1982,2,32,4,1.6586e-06
1983,2,32,4,1.75605e-06
1984,2,32,4,2.04037e-06
1985,2,32,4,2.15032e-06
1986,2,32,4,2.10706e-06
1987,2,32,4,1.82638e-06
1988,2,32,4,1.71788e-06
1989,2,32,4,1.72072e-06
1990,2,32,4,1.84e-06
1991,2,32,4,2.05786e-06
1992,2,32,4,1.82605e-06
1993,2,32,4,1.67386e-06
1994,2,32,4,1.57036e-06
1995,2,32,4,1.53977e-06
1996,2,32,4,1.83597e-06
1997,2,32,4,2.27175e-06
1998,2,32,4,2.22385e-06
1999,2,32,4,2.15005e-06
2000,2,32,4,1.94683e-06
2001,2,32,4,1.8801e-06
2002,2,32,4,1.50235e-06
2003,2,32,4,1.3229e-06
2004,2,32,4,1.37024e-06
2005,2,32,4,1.178e-06
2006,2,32,4,1.24777e-06
2007,2,32,4,1.32425e-06
2008,2,32,4,1.31859e-06
2009,2,32,4,1.19309e-06
2010,2,32,4,7.93247e-07
2011,2,32,4,8.14022e-07
2012,2,32,4,9.92544e-07
2013,2,32,4,1.01698e-06
2014,2,32,4,8.74338e-07
2015,2,32,4,9.24399e-07
2016,2,32,4,9.97217e-07
2017,2,32,4,1.03748e-06
2018,2,32,4,1.02075e-06
2019,2,32,4,8.51815e-07
2020,2,32,4,8.60558e-07
2021,2,32,4,1.01257e-06
2022,2,32,4,1.05437e-06
2023,2,32,4,9.16629e-07
2024,2,32,4,6.07406e-07
1952,2,33,5,3.75096e-06
1953,2,33,5,3.92954e-06
1954,2,33,5,4.02065e-06
1955,2,33,5,4.03052e-06
1956,2,33,5,3.93513e-06
1957,2,33,5,4.22038e-06
1958,2,33,5,4.3319e-06
1959,2,33,5,4.16427e-06
1960,2,33,5,3.92211e-06
1961,2,33,5,3.89169e-06
1962,2,33,5,3.57154e-06
1963,2,33,5,3.41047e-06
1964,2,33,5,3.13852e-06
1965,2,33,5,3.01071e-06
1966,2,33,5,2.90174e-06
1967,2,33,5,2.74431e-06
1968,2,33,5,2.63309e-06
1969,2,33,5,2.65679e-06
1970,2,33,5,2.54495e-06
1971,2,33,5,2.51599e-06
1972,2,33,5,2.63412e-06
1973,2,33,5,2.49365e-06
1974,2,33,5,2.41548e-06
1975,2,33,5,2.57266e-06
1976,2,33,5,2.52098e-06
1977,2,33,5,2.4135e-06
1978,2,33,5,2.45879e-06
1979,2,33,5,2.35953e-06
1980,2,33,5,2.34328e-06
1981,2,33,5,2.12744e-06
1982,2,33,5,2.09314e-06
1983,2,33,5,2.126e-06
1984,2,33,5,2.20869e-06
1985,2,33,5,2.25256e-06
1986,2,33,5,2.22883e-06
1987,2,33,5,2.42437e-06
1988,2,33,5,2.40748e-06
1989,2,33,5,2.31783e-06
1990,2,33,5,2.56487e-06
1991,2,33,5,2.59489e-06
1992,2,33,5,2.7357e-06
1993,2,33,5,2.6601e-06
1994,2,33,5,2.86169e-06
1995,2,33,5,2.67408e-06
1996,2,33,5,2.52373e-06
1997,2,33,5,2.80743e-06
1998,2,33,5,2.62934e-06
1999,2,33,5,2.48973e-06
2000,2,33,5,2.40066e-06
2001,2,33,5,2.26248e-06
2002,2,33,5,2.23331e-06
2003,2,33,5,2.20482e-06
2004,2,33,5,2.14616e-06
2005,2,33,5,2.01287e-06
2006,2,33,5,1.9661e-06
2007,2,33,5,2.11455e-06
2008,2,33,5,1.96228e-06
2009,2,33,5,1.85837e-06
2010,2,33,5,1.81823e-06
2011,2,33,5,1.77637e-06
2012,2,33,5,1.67823e-06
2013,2,33,5,1.54501e-06
2014,2,33,5,1.64271e-06
2015,2,33,5,1.71886e-06
2016,2,33,5,1.62291e-06
2017,2,33,5,1.50238e-06
2018,2,33,5,1.46753e-06
2019,2,33,5,1.37634e-06
2020,2,33,5,1.35604e-06
2021,2,33,5,1.41844e-06
2022,2,33,5,1.52667e-06
2023,2,33,5,1.4625e-06
2024,2,33,5,1.45033e-06
1952,3,1,1,789.181
1953,3,1,1,339.308
1954,3,1,1,462.106
1955,3,1,1,367.081
1956,3,1,1,286.199
1957,3,1,1,537.655
1958,3,1,1,980.436
1959,3,1,1,1682.92
1960,3,1,1,1185.81
1961,3,1,1,911.398
1962,3,1,1,782.832
1963,3,1,1,647.713
1964,3,1,1,754.522
1965,3,1,1,978.41
1966,3,1,1,990.343
1967,3,1,1,1065.56
1968,3,1,1,773.077
1969,3,1,1,736.489
1970,3,1,1,745.799
1971,3,1,1,603.131
1972,3,1,1,785.743
1973,3,1,1,471.356
1974,3,1,1,967.2
1975,3,1,1,1295.06
1976,3,1,1,1118.42
1977,3,1,1,1601.58
1978,3,1,1,1016.71
1979,3,1,1,1311.91
1980,3,1,1,1197.35
1981,3,1,1,1085.37
1982,3,1,1,1208.95
1983,3,1,1,959.229
1984,3,1,1,1329.25
1985,3,1,1,1029.82
1986,3,1,1,1401.94
1987,3,1,1,1356.46
1988,3,1,1,1601.79
1989,3,1,1,1193.67
1990,3,1,1,1260.64
1991,3,1,1,1604.6
1992,3,1,1,1668.23
1993,3,1,1,1677.27
1994,3,1,1,1269.6
1995,3,1,1,1739.34
1996,3,1,1,1523.83
1997,3,1,1,2414.61
1998,3,1,1,1668.9
1999,3,1,1,1736.52
2000,3,1,1,1371.86
2001,3,1,1,841.32
2002,3,1,1,1807.96
2003,3,1,1,1398.21
2004,3,1,1,1461.55
2005,3,1,1,1772.98
2006,3,1,1,2264.22
2007,3,1,1,1871.19
2008,3,1,1,1370.45
2009,3,1,1,1093.34
2010,3,1,1,1292.89
2011,3,1,1,1384.62
2012,3,1,1,1059.8
2013,3,1,1,654.445
2014,3,1,1,1028.05
2015,3,1,1,1381.96
2016,3,1,1,1494.26
2017,3,1,1,980.623
2018,3,1,1,884.309
2019,3,1,1,1291.15
2020,3,1,1,1106.93
2021,3,1,1,934.914
2022,3,1,1,683.286
2023,3,1,1,1149.51
2024,3,1,1,1100.99
1952,3,2,1,1553.02
1953,3,2,1,125.219
1954,3,2,1,338.454
1955,3,2,1,1013.35
1956,3,2,1,885.276
1957,3,2,1,677.36
1958,3,2,1,2335.65
1959,3,2,1,1699.6
1960,3,2,1,357.983
1961,3,2,1,462.066
1962,3,2,1,496.134
1963,3,2,1,579.138
1964,3,2,1,233.132
1965,3,2,1,543.424
1966,3,2,1,1233.75
1967,3,2,1,818.123
1968,3,2,1,372.725
1969,3,2,1,848.752
1970,3,2,1,750.636
1971,3,2,1,851.715
1972,3,2,1,1575.51
1973,3,2,1,554.986
1974,3,2,1,1699.4
1975,3,2,1,1775.3
1976,3,2,1,1463.17
1977,3,2,1,1008.54
1978,3,2,1,1595.19
1979,3,2,1,835.046
1980,3,2,1,333.72
1981,3,2,1,667.451
1982,3,2,1,347.386
1983,3,2,1,254.176
1984,3,2,1,312.027
1985,3,2,1,408.38
1986,3,2,1,553.223
1987,3,2,1,892.79
1988,3,2,1,1037.99
1989,3,2,1,663.256
1990,3,2,1,787.668
1991,3,2,1,858.13
1992,3,2,1,1004.88
1993,3,2,1,465.175
1994,3,2,1,672.126
1995,3,2,1,397.051
1996,3,2,1,608.445
1997,3,2,1,434.564
1998,3,2,1,419.963
1999,3,2,1,846.053
2000,3,2,1,249.526
2001,3,2,1,353.766
2002,3,2,1,186.404
2003,3,2,1,1606.83
2004,3,2,1,615.414
2005,3,2,1,527.101
2006,3,2,1,502.825
2007,3,2,1,904.293
2008,3,2,1,317.718
2009,3,2,1,280.334
2010,3,2,1,239.507
2011,3,2,1,291.938
2012,3,2,1,372.385
2013,3,2,1,271.116
2014,3,2,1,116.265
2015,3,2,1,299.503
2016,3,2,1,609.946
2017,3,2,1,548.601
2018,3,2,1,294.955
2019,3,2,1,359.023
2020,3,2,1,365.511
2021,3,2,1,574.448
2022,3,2,1,374.952
2023,3,2,1,276.23
2024,3,2,1,783.71
1952,3,3,1,0
1953,3,3,1,0
1954,3,3,1,0
1955,3,3,1,0
1956,3,3,1,0
1957,3,3,1,0
1958,3,3,1,0
1959,3,3,1,0
1960,3,3,1,0
1961,3,3,1,0
1962,3,3,1,0
1963,3,3,1,0
1964,3,3,1,0
1965,3,3,1,0
1966,3,3,1,0
1967,3,3,1,0
1968,3,3,1,0
1969,3,3,1,0
1970,3,3,1,0
1971,3,3,1,0
1972,3,3,1,0
1973,3,3,1,0
1974,3,3,1,0
1975,3,3,1,0
1976,3,3,1,0
1977,3,3,1,0
1978,3,3,1,0
1979,3,3,1,0
1980,3,3,1,0
1981,3,3,1,0
1982,3,3,1,0
1983,3,3,1,0
1984,3,3,1,0
1985,3,3,1,0
1986,3,3,1,0
1987,3,3,1,0
1988,3,3,1,0
1989,3,3,1,0
1990,3,3,1,0
1991,3,3,1,286.89
1992,3,3,1,188.63
1993,3,3,1,261.042
1994,3,3,1,167.964
1995,3,3,1,286.054
1996,3,3,1,339.361
1997,3,3,1,273.938
1998,3,3,1,553.769
1999,3,3,1,695.144
2000,3,3,1,407.917
2001,3,3,1,286.302
2002,3,3,1,950.685
2003,3,3,1,853.923
2004,3,3,1,956.757
2005,3,3,1,832.873
2006,3,3,1,616.652
2007,3,3,1,1029.36
2008,3,3,1,525.837
2009,3,3,1,958.208
2010,3,3,1,844.638
2011,3,3,1,545.882
2012,3,3,1,977.136
2013,3,3,1,514.448
2014,3,3,1,1258.94
2015,3,3,1,387.924
2016,3,3,1,558.27
2017,3,3,1,616.866
2018,3,3,1,849.087
2019,3,3,1,1010.5
2020,3,3,1,852.802
2021,3,3,1,995.211
2022,3,3,1,797.006
2023,3,3,1,1224.58
2024,3,3,1,1090.02
1952,3,4,2,127.421
1953,3,4,2,226.127
1954,3,4,2,135.522
1955,3,4,2,98.6025
1956,3,4,2,75.4334
1957,3,4,2,140.71
1958,3,4,2,189.936
1959,3,4,2,76.4499
1960,3,4,2,21.4515
1961,3,4,2,77.0312
1962,3,4,2,150.444
1963,3,4,2,31.7842
1964,3,4,2,101.407
1965,3,4,2,356.79
1966,3,4,2,319.578
1967,3,4,2,449.074
1968,3,4,2,453.673
1969,3,4,2,259.593
1970,3,4,2,298.681
1971,3,4,2,229.522
1972,3,4,2,306.148
1973,3,4,2,551.467
1974,3,4,2,856.722
1975,3,4,2,1302.86
1976,3,4,2,1020.62
1977,3,4,2,472.562
1978,3,4,2,778.895
1979,3,4,2,773.322
1980,3,4,2,359.402
1981,3,4,2,181.47
1982,3,4,2,187.66
1983,3,4,2,420.472
1984,3,4,2,326.938
1985,3,4,2,260.796
1986,3,4,2,229.522
1987,3,4,2,203.611
1988,3,4,2,205.046
1989,3,4,2,678.962
1990,3,4,2,599.654
1991,3,4,2,493.75
1992,3,4,2,629.545
1993,3,4,2,394.816
1994,3,4,2,734.977
1995,3,4,2,613.549
1996,3,4,2,530.266
1997,3,4,2,417.188
1998,3,4,2,155.708
1999,3,4,2,453.259
2000,3,4,2,312.747
2001,3,4,2,254.502
2002,3,4,2,234.29
2003,3,4,2,170.721
2004,3,4,2,152.007
2005,3,4,2,321.358
2006,3,4,2,473.287
2007,3,4,2,102.472
2008,3,4,2,522.041
2009,3,4,2,382.098
2010,3,4,2,132.52
2011,3,4,2,380.255
2012,3,4,2,514.657
2013,3,4,2,338.622
2014,3,4,2,298.835
2015,3,4,2,259.031
2016,3,4,2,273.43
2017,3,4,2,635.824
2018,3,4,2,377.035
2019,3,4,2,600.22
2020,3,4,2,414.915
2021,3,4,2,368.086
2022,3,4,2,387.779
2023,3,4,2,202.594
2024,3,4,2,299.387
1952,3,5,2,0
1953,3,5,2,0
1954,3,5,2,0
1955,3,5,2,0
1956,3,5,2,0
1957,3,5,2,0
1958,3,5,2,629.504
1959,3,5,2,525.54
1960,3,5,2,578.144
1961,3,5,2,601.386
1962,3,5,2,689.428
1963,3,5,2,1134.15
1964,3,5,2,960.699
1965,3,5,2,477.562
1966,3,5,2,559.694
1967,3,5,2,497.806
1968,3,5,2,1104.43
1969,3,5,2,904.807
1970,3,5,2,399.899
1971,3,5,2,560.817
1972,3,5,2,642.042
1973,3,5,2,590.313
1974,3,5,2,697.578
1975,3,5,2,1365.13
1976,3,5,2,672.993
1977,3,5,2,576.749
1978,3,5,2,1402.26
1979,3,5,2,1042.74
1980,3,5,2,691.637
1981,3,5,2,847.748
1982,3,5,2,801.36
1983,3,5,2,886.403
1984,3,5,2,874.031
1985,3,5,2,1249.66
1986,3,5,2,897.795
1987,3,5,2,1132.94
1988,3,5,2,1317.03
1989,3,5,2,1054.16
1990,3,5,2,2588.51
1991,3,5,2,2443.02
1992,3,5,2,2615.87
1993,3,5,2,2350.51
1994,3,5,2,1852.17
1995,3,5,2,2447.8
1996,3,5,2,2573.4
1997,3,5,2,3117.89
1998,3,5,2,2943.37
1999,3,5,2,4448.05
2000,3,5,2,4328.44
2001,3,5,2,3715.19
2002,3,5,2,2966.7
2003,3,5,2,3402.4
2004,3,5,2,3055.1
2005,3,5,2,2753.36
2006,3,5,2,4364.61
2007,3,5,2,3018.99
2008,3,5,2,3436.2
2009,3,5,2,3176.38
2010,3,5,2,1965.68
2011,3,5,2,2725.87
2012,3,5,2,3470.27
2013,3,5,2,2956.94
2014,3,5,2,3703.14
2015,3,5,2,2359.05
2016,3,5,2,2170.3
2017,3,5,2,1460.49
2018,3,5,2,2904.32
2019,3,5,2,2363.76
2020,3,5,2,1886.94
2021,3,5,2,1592.24
2022,3,5,2,1453.18
2023,3,5,2,374.564
2024,3,5,2,325.13
1952,3,6,3,64.4753
1953,3,6,3,215.22
1954,3,6,3,47.0044
1955,3,6,3,24.7923
1956,3,6,3,5.62631
1957,3,6,3,9.12868
1958,3,6,3,18.1684
1959,3,6,3,22.013
1960,3,6,3,2.68853
1961,3,6,3,27.1808
1962,3,6,3,97.7603
1963,3,6,3,24.3926
1964,3,6,3,8.37148
1965,3,6,3,48.7944
1966,3,6,3,74.6858
1967,3,6,3,33.548
1968,3,6,3,59.739
1969,3,6,3,31.1539
1970,3,6,3,21.449
1971,3,6,3,120.985
1972,3,6,3,80.7151
1973,3,6,3,122.895
1974,3,6,3,385.595
1975,3,6,3,74.91
1976,3,6,3,99.3329
1977,3,6,3,213.4
1978,3,6,3,284.481
1979,3,6,3,406.756
1980,3,6,3,488.81
1981,3,6,3,393.805
1982,3,6,3,325.325
1983,3,6,3,305.967
1984,3,6,3,83.6877
1985,3,6,3,213.195
1986,3,6,3,271.683
1987,3,6,3,59.4214
1988,3,6,3,153.026
1989,3,6,3,190.684
1990,3,6,3,16.2955
1991,3,6,3,199.015
1992,3,6,3,88.5795
1993,3,6,3,112.221
1994,3,6,3,237.81
1995,3,6,3,186.112
1996,3,6,3,0.210681
1997,3,6,3,180.686
1998,3,6,3,32.1459
1999,3,6,3,40.1088
2000,3,6,3,63.3077
2001,3,6,3,44.0921
2002,3,6,3,115.995
2003,3,6,3,129.394
2004,3,6,3,64.1515
2005,3,6,3,69.5404
2006,3,6,3,89.0769
